OCCUPATIONTYPE,OCCUPATIONID,RELATIONTYPE,SKILLID,SIGNALLINGVALUELABEL,SIGNALLINGVALUE
localoccupation,986a045206e00d40418cdcc8,essential,687671b5ebd2bf665349b13f,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b5ebd2bf665349b649,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b9ebd2bf665349ba72,,
localoccupation,986a045206e00d40418cdcc8,essential,687671beebd2bf665349dbd0,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b5ebd2bf665349a954,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b5ebd2bf665349ad4e,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b5ebd2bf665349abd8,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b5ebd2bf665349b159,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b9ebd2bf665349c0f6,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b9ebd2bf665349c46d,,
localoccupation,986a045206e00d40418cdcc8,essential,687671beebd2bf665349db3c,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b9ebd2bf665349c37d,,
localoccupation,986a045206e00d40418cdcc8,essential,687671bdebd2bf665349d003,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b9ebd2bf665349bbc0,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b9ebd2bf665349c39f,,
localoccupation,986a045206e00d40418cdcc8,essential,687671bdebd2bf665349d7aa,,
localoccupation,986a045206e00d40418cdcc8,essential,687671bdebd2bf665349d8d7,,
localoccupation,986a045206e00d40418cdcc8,essential,687671baebd2bf665349cd01,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b5ebd2bf665349abb5,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b9ebd2bf665349c425,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b9ebd2bf665349c424,,
localoccupation,986a045206e00d40418cdcc8,essential,687671bdebd2bf665349d836,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b5ebd2bf665349acfc,,
localoccupation,986a045206e00d40418cdcc8,essential,687671bdebd2bf665349d77e,,
localoccupation,986a045206e00d40418cdcc8,essential,687671baebd2bf665349c604,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b5ebd2bf665349ab7b,,
localoccupation,986a045206e00d40418cdcc8,essential,687671b9ebd2bf665349bdc8,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349d2b7,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349aea1,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349d4c0,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671beebd2bf665349db83,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b9ebd2bf665349bdec,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349a94c,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b9ebd2bf665349bd80,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349aef9,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b324,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349d3fd,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349d157,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b8d2,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349a9a9,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b9ebd2bf665349c2b5,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671beebd2bf665349db2f,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b10e,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b0ae,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671baebd2bf665349c724,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349ce46,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671baebd2bf665349cc0b,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b2b5,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349d8f0,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b5d8,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b7f6,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349afaf,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349abde,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671baebd2bf665349c62e,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b4ebd2bf665349a648,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349ab77,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b428,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349d34e,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b13f,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b649,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349aec7,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349d1c6,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349abd2,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b9ebd2bf665349ba72,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b9ebd2bf665349bfea,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349ad4e,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349da9e,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b4ebd2bf665349a795,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349abd8,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b947,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b9ebd2bf665349c320,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671beebd2bf665349db3c,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349da3d,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349d185,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349d003,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b332,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b9ebd2bf665349be82,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b253,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671baebd2bf665349c63a,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349d8d7,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349b806,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349abb5,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671bdebd2bf665349cffa,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b9ebd2bf665349c424,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671baebd2bf665349c604,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671baebd2bf665349c658,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b9ebd2bf665349c172,,
localoccupation,751bdeba0deb0cfb49ba00d0,essential,687671b5ebd2bf665349aeee,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671beebd2bf665349daf2,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349cd93,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671beebd2bf665349db83,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349a94c,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b4ebd2bf665349a63b,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349bd80,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349aef9,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349cf88,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349d3fd,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349b624,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349b369,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b4ebd2bf665349a6d9,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349b4b1,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671baebd2bf665349c724,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349d8f0,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349b5d8,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349b115,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349babc,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349b9eb,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349afaf,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349d911,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671baebd2bf665349c8c4,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349b94a,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349b9be,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349aec7,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671baebd2bf665349c8a7,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349ad23,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349abd2,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349d875,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349a954,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349ad4e,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671baebd2bf665349c9e2,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349ce19,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349abd8,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671baebd2bf665349c956,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349b95f,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349c0f6,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349c039,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349c46d,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349b947,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349c320,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349bdbd,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349bbb4,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349c39f,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349b2ba,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671beebd2bf665349dbc9,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349d8d7,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349c135,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349abb5,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671baebd2bf665349c686,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349d836,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349bfe3,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349acfc,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b9ebd2bf665349c102,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349af84,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349d283,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671bdebd2bf665349ceeb,,
localoccupation,d7958e7d5771a01c1b89b2c1,essential,687671b5ebd2bf665349aeee,,
localoccupation,266313add7380dfae2c9c29d,essential,687671bdebd2bf665349d2b7,,
localoccupation,266313add7380dfae2c9c29d,essential,687671bdebd2bf665349d4c0,,
localoccupation,266313add7380dfae2c9c29d,essential,687671b5ebd2bf665349aa8a,,
localoccupation,266313add7380dfae2c9c29d,essential,687671b9ebd2bf665349c0ae,,
localoccupation,266313add7380dfae2c9c29d,essential,687671b9ebd2bf665349bdec,,
localoccupation,266313add7380dfae2c9c29d,essential,687671b5ebd2bf665349a94c,,
localoccupation,266313add7380dfae2c9c29d,essential,687671b4ebd2bf665349a63b,,
localoccupation,266313add7380dfae2c9c29d,essential,687671b9ebd2bf665349bd80,,
localoccupation,266313add7380dfae2c9c29d,essential,687671b9ebd2bf665349bf5d,,
localoccupation,266313add7380dfae2c9c29d,essential,687671b5ebd2bf665349b324,,
localoccupation,266313add7380dfae2c9c29d,essential,687671beebd2bf665349dbd9,,
localoccupation,266313add7380dfae2c9c29d,essential,687671bdebd2bf665349d157,,
localoccupation,266313add7380dfae2c9c29d,essential,687671baebd2bf665349cc7a,,
localoccupation,266313add7380dfae2c9c29d,essential,687671b9ebd2bf665349c2b5,,
localoccupation,266313add7380dfae2c9c29d,essential,687671b5ebd2bf665349b31f,,
localoccupation,266313add7380dfae2c9c29d,essential,687671bdebd2bf665349ce1d,,
