ID,ORIGINURI,UUIDHISTORY,OCCUPATIONGROUPCODE,CODE,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE,ISLOCALIZED,PREFERREDLABEL,ALTLABELS,DESCRIPTION,PREFERREDLABEL_SW,ALTLABELS_SW,DESCRIPTION_SW,DEFINITION_SW,SCOPENOTE_SW,HAS_DUPLICATE_ALTLABELS_SW,PREFERREDLABEL_NOT_IN_ALTLABELS_SW,POSSIBLY_TRUNCATED_SW
687671c1ebd2bf665349de75,http://data.europa.eu/esco/occupation/d2df16f3-87d7-4c6e-a640-95cee39a8f4e,"9dfccfec-6d8c-481b-93fa-70b8fe9e7e08
57d462bd-1bbb-42cc-a75c-08a4332c21ee
6254f2c3-45e5-466c-9693-d1ecd6dce4de
509c603e-c362-4a52-93e8-c2e482e8fd60
debb554e-fddb-4a97-bbc4-0ec434d7a4ca",2145,2145.1.3,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,cider master,"cider master
cider maker
cider production manager
cider manufacture manager
master cider maker",Cider masters envision the manufacturing process of cider. They ensure brewing quality and follow one of several brewing processes. They modify existing brewing formulas and processing techniques in order to develop new cider products and cider-based beverages.,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349de76,http://data.europa.eu/esco/occupation/4b709f9e-6112-4d58-81b0-2d6e6a69d61b,"fb01cf8b-c0bc-49d9-be16-81db088dbe1f
8f0556b2-37a5-4e0a-8064-b3ff67b05eef
919980e9-357b-43a7-8fdd-1b31bbd3cf38
f84a6866-4228-4ee9-99d9-be0d69c91f7d
1d1b1085-51db-4909-94ab-bbea0dc779b6",2145,2145.1.4,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,food technologist,"food technology specialist
food technologist
food technology expert
food tech expert
food tech specialist","Food technologists develop processes for manufacturing foodstuffs and related products based on chemical, physical, and biological principles and technology. They design and plan layouts or equipment, oversee staff, engage in controlling, and improve food technologies in food production processes.",BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349de77,http://data.europa.eu/esco/occupation/7bc02fa7-7aaa-41a6-be5b-ab7a7b6684d3,"affe7b32-66af-4ce1-8984-265d5347ad58
95fffb7a-bd47-4014-9f03-a9ff1e11d40c
4eb76d79-3938-4636-a3bc-982bda8001d1
f19fad44-86dd-4d6c-a0c2-910d99fb2937
1898ccb3-a006-447f-9675-17988f69e196",2145,2145.1.5,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,gas distribution engineer,"gas distribution process engineer
gas distribution pipeline engineer
natural gas transmission system engineer
gas distribution technology engineering specialist
gas distribution engineer
gas distribution technology engineering expert
gas distribution system engineer
gas distribution engineering expert
gas distribution network engineer
gas distribution technology engineering consultant
gas distribution technology engineer
gas distributions engineer
gas distribution technology engineering adviser
gas distribution engineering consultant
gas distribution engineering adviser
gas transmission engineer
natural gas distribution engineer
gas distribution research engineer
gas distribution engineering specialist
LPG distribution engineer
gas transmission system engineer","Gas distribution engineers design and construct transport systems for natural gas, connecting the gas distribution network to the consumer by designing piping works and mains. They research methods to ensure sustainability, and to decrease environmental impact, as well as optimising cost efficiency.",BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349de78,http://data.europa.eu/esco/occupation/89860c2a-d217-432a-8636-84aa17f09c15,"ea40f855-889c-4072-9fa0-c29c5b9b53d0
cb5bb87a-5997-48d5-95e3-e65c85e50bcb
d8295395-8e32-4bce-9f98-b83b9850c2a9
50f5698e-9a89-4af3-ade6-9263cad6f9ef
284e0da5-9783-47bd-b673-62f7cc6c55f6",2145,2145.1.6,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,gas production engineer,"gas production engineering expert
gas production engineering specialist
gas production technology engineering consultant
gas production technology engineering adviser
gas production technology engineer
gas production engineering consultant
gas production engineering adviser
petroleum production engineer
gas production engineer
gas production technology engineering specialist
gas production engineers
gas production technology engineering expert","Gas production engineers develop methods to optimise the extraction and production of gas for energy and utilities. They design systems for gas production, supervise production operations and develop improvements on existing systems.",BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349de79,http://data.europa.eu/esco/occupation/497a65bf-04e5-48ed-939e-2a68419f8144,"4aefd378-b1f5-429e-814c-7539159507fe
37ab9006-3e59-46b4-b85e-d886dfaab504
f4f6d856-09cc-4fee-8572-26a85ab1248e
f2eae8b0-1032-45a3-874a-3acdf05760e7
89839f2b-4dd0-4235-8c4a-6ab8a33263ae",2145,2145.1.7,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,oenologist,"winery cellar master
wine producer
oenologist
wine maker
wine advisor
wine production expert
wine production specialist",Oenologists track the wine manufacturing process in its entirety and supervise the workers in wineries. They supervise and coordinate production to ensure the quality of the wine and also give advice by determining the value and classification of wines being produced.,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349deed,http://data.europa.eu/esco/occupation/068df7d1-516f-4829-b339-294cb0cf6318,"e0207436-062b-40f3-b2dd-18d1f7bd57e6
dc91189e-f3a3-49d6-81c0-70494faff240
d3a08219-2d63-41d1-b53f-722b3352cfee
9f2fa86a-081a-424e-b2ed-109698bff44d
3eee7ebf-8572-4b6a-ad28-7a4c26f0c937",2166,2166.11,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,performance lighting designer,"lighting designer
lighting technician and designer
lighting designer & technician
performance lighting creator
lighting technician & designer
lighting designer and technician
theatre lighting designer
performance lighting designer","Performance lighting designers develop a lighting design concept for a performance and supervise the execution of it. Their work is based on research and artistic vision. Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision. Therefore, the designers work closely with artistic directors, operators and the artistic team. During rehearsals and performance, they coach the operators to obtain optimal timing and manipulation. Performance lighting designers develop lighting plots, cue lists and other documentation to support the operators and production crew. They sometimes also work as autonomous artists, creating light art outside a performance context.",BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349deee,http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56,"c94b305f-e557-49c2-8c31-fb42c9a0d9b3
bd8ef92c-8c31-416c-a1d2-abef1897dcbc
8bc9d18a-1c0b-4e08-8d36-be71a617b363
4af56be5-c0b9-41ff-9500-4f199480abf7
f4bf1a39-2c47-42ed-bc0f-ae6ef52ab7af",2166,2166.12,,This occupation is focused on live performance and not on media or broadcast activities. Includes activities in event and rental companies.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,performance video designer,"projection & video designer
video designer
graphics and video designer
video & graphics designer
video and projection designer
visual designer
projection designer
projection and video designer
graphics & video designer
video & projection designer
video and graphics designer
video jockey
performance video designer","Performance video designers develop a projected image design concept for a performance and supervise the execution of it. Their work is based on research and artistic vision. Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision. Therefore, the designers work closely with artistic directors, operators and the artistic team. Performance video designers prepare media fragments to be used in a performance, which can involve recording, composing, manipulating and editing. They develop plans, mapping, cue lists and other documentation to support the operators and production crew. They sometimes also work as autonomous artists, creating video art outside a performance context.",BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349deef,http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974,"64d66dd1-05e0-47a4-ba1d-42a8aab51ac1
4ca12a62-3db8-4f21-b66a-86903d44aa0d
c7e8338e-eb64-41bc-85ff-e5f699814f13
0fe19960-628f-4976-b219-49dfd154e796
6dd8d578-33fb-4e0c-91cf-03466d1066c4",2166,2166.13,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,special effects artist,"special effect image designer
special effects artist
special effects animator
digital effects specialist
visual effects artist
special effects technician
senior special effects artist
digital effects artist
special effects specialist","Special effects artists create illusions for movies, videos and computer games. They use computer software.",BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349def0,http://data.europa.eu/esco/occupation/364d9e9f-b14c-4905-b9e5-5de623dba268,"bf15d42b-3928-4566-8620-793d08de84f4
ef621135-899d-4889-a2e2-9789394676c2
09437217-d754-4b11-823c-0631ae19403d
6f233f0c-e76d-4594-8e4d-b76921c1393e
8af4ef3a-915f-41ab-8a27-f86b55641e3e",2166,2166.14,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,stop-motion animator,"stop motion animation specialist
3D stop-motion animator
puppet animator
stop motion animator
stop motion animators
2D stop-motion animator
stop-motion clay animator
stop-motion animator
stop-motion animation artist
stop motion animation designer
stop-motion artist
stop motion artist
stop motion animation artist
stop-motion puppet animator
model animator",Stop-motion animators create animations by using puppets or clay models.,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,False
687671c1ebd2bf665349def1,http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53,"5335094c-3617-4a16-97cf-c82aadab9798
83051e96-aeb1-494c-ab57-a2f01eee89ed
0fbcdb44-0b64-4127-b5da-333c3ad6ea71
8666a177-61ae-4ebb-9ee6-e9afadce4f47
a8d9c26d-b6c1-43d5-b169-18d1ef3d798a",2166,2166.2,,"Excludes:
- [3D animator](urn:esco:occupation:52df9d56-efd4-48d0-ad93-59231943fc4c)
- people performing the organisation of the shots in which the 3D concepts are used",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,animation layout artist,"layout technical director
layout animator
background layout artist
set up technical director
2D layout artist
3D layout artist
3D layout animator
senior layout artist
animation layout designer
animation layout artist
lead layout artist
2D layout animator
layout artist","Animation layout artists work with the cameramen and director to coordinate and create optimal 3D animation shots. They translate 2D storyboards into 3D animated shots and are responsible for camera angles, frames and lighting of animation scenes. Animation layout artists decide which action takes place in which animation scene.",BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349df1a,http://data.europa.eu/esco/occupation/1d75ea5a-f902-4b47-8d63-5c6d2a5c0bb5,"a3306421-6561-424f-900f-69486b6c7a6d
4bc133ee-f7b1-4e33-a0c4-c6cf4d472d1c
f82a33cd-2b16-4a71-a1ae-7119e8f30664
c07bb7fc-cc9d-4780-90db-41e4911cacb4
4bef91fc-0a37-4ff2-9bfa-ddef84a61979",2263,2263.3.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,ergonomist,"ergonomic researcher
ergonomic scientist
ergonomic science researcher
ergonomists
ergonomist
ergonomic research scientist
ergonomic research analyst
ergonomic analyst","Ergonomists analyse the design of equipment, furniture, and systems in order to improve it toward safer, healthier, and more efficient ones. They strive to improve the interaction of people with equipment and the environment.",BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349df1b,http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,"a1300e46-2995-4aaf-88cb-1012ec418a51
f328b65d-e053-4ee0-bdb2-6523efa23dd8
28d859a3-927b-4241-a4d0-0a5f14f28177
7e5e9d12-64b7-4714-a248-4d1cb123ac68
cecaddce-d777-4e63-aca6-52ebe97b2625",2263,2263.5,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,radiation protection officer,"radiation protection manager
radiation protection officer
radiation protection advisor
radiation protection team leader
radiation protection supervisor",Radiation protection officers are responsible for the protection from harmful effects caused by exposure to ionising radiation. They ensure compliance with legislation and regulations by enforcing safety measures. Furthermore they develop radiation protection plans in particular for nuclear plants and facilities.,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
687671c1ebd2bf665349df1c,http://data.europa.eu/esco/occupation/a317e9c2-62d5-4a24-8ad4-5cb7b9db3f3b,"193bb731-5fca-49b3-b2ca-b4314434f6db
65a64ef3-c03a-4b71-aa95-1f7bed89d66f
c858e8d8-748a-4a34-8b04-2e095e00cf0b
ae90fc8f-f41c-4604-9201-166bfba0ec00
d767aaf2-a5ce-4151-92e2-4cbc1910ffcc",2264,2264.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,advanced physiotherapist,"Geriatric Physiotherapist
advanced physiotherapist
clinical lead physiotherapist
lead cardiovascular physiotherapist
lead manipulative physiotherapist
lead neurological physiotherapist
lead neuromuscular physiotherapist
lead neuromusculoskeletal physiotherapist
lead occupational physiotherapist
lead remedial physiotherapist
lead respiratory physiotherapist
physiotherapy lead
physiotherapy manager
physiotherapy team lead
physiotherapy team leader
senior occupational health physiotherapist
senior physiotherapist
senior specialist physiotherapist
specialist physiotherapist","Advanced physiotherapists are highly specialised. They make complex decisions and manage risks in unpredictable contexts and within a defined area. They may focus on a specific area of clinical practice, education, research or professional management.",BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,BATCH_SPLIT_ERROR,False,False,True
