"OCCUPATIONTYPE","OCCUPATIONID","RELATIONTYPE","SKILLID","SIGNALLINGVALUELABEL","SIGNALLINGVALUE","CREATEDAT","UPDATEDAT"
"escooccupation","68f1da5e90ad734984f802db","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f80438","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f80468","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f805bd","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80607","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80353","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f802fd","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f803b8","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f8039d","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f802ed","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f8046b","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f8036d","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80463","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f805ec","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f805e9","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f8054a","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f80407","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f802f7","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80431","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f8042f","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f805d0","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80336","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80475","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f8046a","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80349","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80437","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f802eb","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80423","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80325","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80334","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80380","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f802f9","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f8033c","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f805c9","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f802e0","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f80469","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f80341","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f80432","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f8033a","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5d90ad734984f801eb","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f80451","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f802dd","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f803c9","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80465","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80433","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f802fe","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80466","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80344","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80366","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f802dc","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f805d3","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80467","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f8042c","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f8042e","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80547","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80461","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f8046d","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f805d1","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f803e9","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f805ca","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f80337","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f803cb","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f8045f","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.092Z","2025-10-17T05:56:16.092Z"
"escooccupation","68f1da5e90ad734984f805cb","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f805d4","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f805ef","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f802f1","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f804d3","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f80462","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f805c8","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.093Z","2025-10-17T05:56:16.093Z"
"escooccupation","68f1da5e90ad734984f80354","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f803aa","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f8042d","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f803ca","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f802f5","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f803d5","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f803f8","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f805c2","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80408","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f803b4","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f805c7","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.094Z","2025-10-17T05:56:16.094Z"
"escooccupation","68f1da5e90ad734984f80340","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f805cd","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f8046e","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f8045e","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80358","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f8046c","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f8043a","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f802e2","essential","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f8043b","optional","68f1da5290ad734984f7cb42","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5d90ad734984f80225","optional","68f1da5290ad734984f7cb43","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5d90ad734984f8022b","optional","68f1da5290ad734984f7cb43","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80518","optional","68f1da5290ad734984f7cb43","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f8045e","optional","68f1da5290ad734984f7cb43","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80511","optional","68f1da5290ad734984f7cb43","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80403","optional","68f1da5290ad734984f7cb43","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5d90ad734984f8022a","optional","68f1da5290ad734984f7cb43","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80557","optional","68f1da5290ad734984f7cb43","","","2025-10-17T05:56:16.095Z","2025-10-17T05:56:16.095Z"
"escooccupation","68f1da5e90ad734984f80753","optional","68f1da5290ad734984f7cb44","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80c8b","essential","68f1da5290ad734984f7cb45","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80c89","essential","68f1da5290ad734984f7cb45","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80c85","essential","68f1da5290ad734984f7cb45","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80c8d","essential","68f1da5290ad734984f7cb45","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80c8a","optional","68f1da5290ad734984f7cb45","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80c8c","optional","68f1da5290ad734984f7cb45","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80c88","optional","68f1da5290ad734984f7cb45","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80c86","optional","68f1da5290ad734984f7cb45","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80b59","optional","68f1da5290ad734984f7cb45","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f806f4","optional","68f1da5290ad734984f7cb45","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80ab2","essential","68f1da5290ad734984f7cb46","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80ab1","optional","68f1da5290ad734984f7cb46","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80d10","essential","68f1da5290ad734984f7cb47","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f809be","essential","68f1da5290ad734984f7cb47","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80ccb","essential","68f1da5290ad734984f7cb47","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f809d8","essential","68f1da5290ad734984f7cb47","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f809ce","optional","68f1da5290ad734984f7cb47","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80d0f","essential","68f1da5290ad734984f7cb47","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f80d11","essential","68f1da5290ad734984f7cb47","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f809cc","essential","68f1da5290ad734984f7cb47","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f809c4","essential","68f1da5290ad734984f7cb47","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
"escooccupation","68f1da5e90ad734984f809c1","optional","68f1da5290ad734984f7cb47","","","2025-10-17T05:56:16.096Z","2025-10-17T05:56:16.096Z"
